series_id        	sector_code	measure_code	duration_code	base_year	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
MPU5500173       	5500	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500182       	5500	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500183       	5500	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500192       	5500	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 311,312)		1987	A01	2019	A01
MPU5500193       	5500	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 311,312)		1988	A01	2019	A01
MPU5500202       	5500	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500203       	5500	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500512       	5500	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS  311, 312 )	05	1987	A01	2019	A01
MPU5500513       	5500	51	3	-	Sectoral Output, % change year ago,  (NAICS  311, 312 )	05	1988	A01	2019	A01
MPU5500552       	5500	55	2	2012	Energy, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500553       	5500	55	3	-	Energy, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500562       	5500	56	2	2012	Materials, Indexes = 100.000,  (NAICS  311, 312 )	07	1987	A01	2019	A01
MPU5500563       	5500	56	3	-	Materials, % change year ago,  (NAICS  311, 312 )	07	1988	A01	2019	A01
MPU5500572       	5500	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500573       	5500	57	3	-	Purchased Services, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500611       	5500	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500621       	5500	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500631       	5500	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500641       	5500	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500651       	5500	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500661       	5500	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500671       	5500	67	1	-	Capital Factor Shares, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500681       	5500	68	1	-	Labor Factor Shares, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500691       	5500	69	1	-	Energy Factor Shares, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500701       	5500	70	1	-	Materials Factor Shares, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500711       	5500	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500742       	5500	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500743       	5500	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500762       	5500	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500763       	5500	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500772       	5500	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500773       	5500	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500782       	5500	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500783       	5500	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5550012       	5550	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 313, 314 )	04	1987	A01	2019	A01
MPU5550013       	5550	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 313, 314 )	04	1988	A01	2019	A01
MPU5550032       	5550	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 313, 314 )	06	1987	A01	2019	A01
MPU5550033       	5550	03	3	-	Combined Inputs, % change year ago,  (NAICS 313, 314 )	06	1988	A01	2019	A01
MPU5550042       	5550	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 313, 314 )	00	1987	A01	2019	A01
MPU5550043       	5550	04	3	-	Capital Services, % change year ago,  (NAICS 313, 314 )	00	1988	A01	2019	A01
MPU5550052       	5550	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 313, 314 )	03	1987	A01	2019	A01
MPU5550053       	5550	05	3	-	Labor Input, % change year ago,  (NAICS 313, 314 )	03	1988	A01	2019	A01
MPU5550062       	5550	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 313, 314 )	08	1987	A01	2019	A01
MPU5550063       	5550	06	3	-	Labor Productivity, % change year ago,  (NAICS 313, 314 )	08	1988	A01	2019	A01
MPU5550072       	5550	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550073       	5550	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550082       	5550	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 313, 314 )	11	1987	A01	2019	A01
MPU5550083       	5550	08	3	-	Capital Intensity, % change year ago,  (NAICS 313, 314 )	11	1988	A01	2019	A01
MPU5550152       	5550	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550153       	5550	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550162       	5550	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550163       	5550	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550172       	5550	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550173       	5550	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550182       	5550	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550183       	5550	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550192       	5550	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 313,314)		1987	A01	2019	A01
MPU5550193       	5550	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 313,314)		1988	A01	2019	A01
MPU5550202       	5550	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550203       	5550	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550512       	5550	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 313, 314 )	05	1987	A01	2019	A01
MPU5550513       	5550	51	3	-	Sectoral Output, % change year ago,  (NAICS 313, 314 )	05	1988	A01	2019	A01
MPU5550552       	5550	55	2	2012	Energy, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550553       	5550	55	3	-	Energy, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550562       	5550	56	2	2012	Materials, Indexes = 100.000,  (NAICS 313, 314 )	07	1987	A01	2019	A01
MPU5550563       	5550	56	3	-	Materials, % change year ago,  (NAICS 313, 314 )	07	1988	A01	2019	A01
MPU5550572       	5550	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550573       	5550	57	3	-	Purchased Services, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550611       	5550	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550621       	5550	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550631       	5550	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550641       	5550	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550651       	5550	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550661       	5550	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550671       	5550	67	1	-	Capital Factor Shares, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550681       	5550	68	1	-	Labor Factor Shares, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550691       	5550	69	1	-	Energy Factor Shares, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550701       	5550	70	1	-	Materials Factor Shares, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550711       	5550	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550742       	5550	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550743       	5550	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550762       	5550	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550763       	5550	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550772       	5550	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550773       	5550	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5550782       	5550	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 313, 314 )		1987	A01	2019	A01
MPU5550783       	5550	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 313, 314 )		1988	A01	2019	A01
MPU5600012       	5600	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 315, 316 )	04	1987	A01	2019	A01
MPU5600013       	5600	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 315, 316 )	04	1988	A01	2019	A01
MPU5600032       	5600	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 315, 316 )	06	1987	A01	2019	A01
MPU5600033       	5600	03	3	-	Combined Inputs, % change year ago,  (NAICS 315, 316 )	06	1988	A01	2019	A01
MPU5600042       	5600	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 315, 316 )	00	1987	A01	2019	A01
MPU5600043       	5600	04	3	-	Capital Services, % change year ago,  (NAICS 315, 316 )	00	1988	A01	2019	A01
MPU5600052       	5600	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 315, 316 )	03	1987	A01	2019	A01
MPU5600053       	5600	05	3	-	Labor Input, % change year ago,  (NAICS 315, 316 )	03	1988	A01	2019	A01
MPU5600062       	5600	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 315, 316 )	08	1987	A01	2019	A01
MPU5600063       	5600	06	3	-	Labor Productivity, % change year ago,  (NAICS 315, 316 )	08	1988	A01	2019	A01
MPU5600072       	5600	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600073       	5600	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600082       	5600	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 315, 316 )	11	1987	A01	2019	A01
MPU5600083       	5600	08	3	-	Capital Intensity, % change year ago,  (NAICS 315, 316 )	11	1988	A01	2019	A01
MPU5600152       	5600	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600153       	5600	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600162       	5600	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600163       	5600	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600172       	5600	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600173       	5600	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600182       	5600	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600183       	5600	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600192       	5600	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 315,316)		1987	A01	2019	A01
MPU5600193       	5600	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 315,316)		1988	A01	2019	A01
MPU5600202       	5600	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600203       	5600	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600512       	5600	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 315, 316 )	05	1987	A01	2019	A01
MPU5600513       	5600	51	3	-	Sectoral Output, % change year ago,  (NAICS 315, 316 )	05	1988	A01	2019	A01
MPU5600552       	5600	55	2	2012	Energy, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600553       	5600	55	3	-	Energy, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600562       	5600	56	2	2012	Materials, Indexes = 100.000,  (NAICS 315, 316 )	07	1987	A01	2019	A01
MPU5600563       	5600	56	3	-	Materials, % change year ago,  (NAICS 315, 316 )	07	1988	A01	2019	A01
MPU5600572       	5600	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600573       	5600	57	3	-	Purchased Services, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600611       	5600	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600621       	5600	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600631       	5600	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600641       	5600	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600651       	5600	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600661       	5600	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600671       	5600	67	1	-	Capital Factor Shares, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600681       	5600	68	1	-	Labor Factor Shares, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600691       	5600	69	1	-	Energy Factor Shares, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600701       	5600	70	1	-	Materials Factor Shares, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600711       	5600	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600742       	5600	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600743       	5600	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600762       	5600	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600763       	5600	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600772       	5600	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600773       	5600	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5600782       	5600	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 315, 316 )		1987	A01	2019	A01
MPU5600783       	5600	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 315, 316 )		1988	A01	2019	A01
MPU5650012       	5650	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 322 )	04	1987	A01	2019	A01
MPU5650013       	5650	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 322 )	04	1988	A01	2019	A01
MPU5650032       	5650	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 322 )	06	1987	A01	2019	A01
MPU5650033       	5650	03	3	-	Combined Inputs, % change year ago,  (NAICS 322 )	06	1988	A01	2019	A01
MPU5650042       	5650	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 322 )	00	1987	A01	2019	A01
MPU5650043       	5650	04	3	-	Capital Services, % change year ago,  (NAICS 322 )	00	1988	A01	2019	A01
MPU5650052       	5650	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 322 )	03	1987	A01	2019	A01
MPU5650053       	5650	05	3	-	Labor Input, % change year ago,  (NAICS 322 )	03	1988	A01	2019	A01
MPU5650062       	5650	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 322 )	08	1987	A01	2019	A01
MPU5650063       	5650	06	3	-	Labor Productivity, % change year ago,  (NAICS 322 )	08	1988	A01	2019	A01
MPU5650072       	5650	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650073       	5650	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650082       	5650	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 322 )	11	1987	A01	2019	A01
MPU5650083       	5650	08	3	-	Capital Intensity, % change year ago,  (NAICS 322 )	11	1988	A01	2019	A01
MPU5650152       	5650	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650153       	5650	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650162       	5650	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650163       	5650	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650172       	5650	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650173       	5650	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650182       	5650	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650183       	5650	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650192       	5650	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 322)		1987	A01	2019	A01
MPU5650193       	5650	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 322)		1988	A01	2019	A01
MPU5650202       	5650	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650203       	5650	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650512       	5650	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 322 )	05	1987	A01	2019	A01
MPU5650513       	5650	51	3	-	Sectoral Output, % change year ago,  (NAICS 322 )	05	1988	A01	2019	A01
MPU5650552       	5650	55	2	2012	Energy, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650553       	5650	55	3	-	Energy, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650562       	5650	56	2	2012	Materials, Indexes = 100.000,  (NAICS 322 )	07	1987	A01	2019	A01
MPU5650563       	5650	56	3	-	Materials, % change year ago,  (NAICS 322 )	07	1988	A01	2019	A01
MPU5650572       	5650	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650573       	5650	57	3	-	Purchased Services, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650611       	5650	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650621       	5650	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650631       	5650	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650641       	5650	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650651       	5650	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650661       	5650	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650671       	5650	67	1	-	Capital Factor Shares, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650681       	5650	68	1	-	Labor Factor Shares, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650691       	5650	69	1	-	Energy Factor Shares, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650701       	5650	70	1	-	Materials Factor Shares, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650711       	5650	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 322 )		1987	A01	2019	A01
MPU5650742       	5650	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650743       	5650	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650762       	5650	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650763       	5650	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650772       	5650	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650773       	5650	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5650782       	5650	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 322 )		1987	A01	2019	A01
MPU5650783       	5650	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 322 )		1988	A01	2019	A01
MPU5700012       	5700	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 323 )	04	1987	A01	2019	A01
MPU5700013       	5700	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 323 )	04	1988	A01	2019	A01
MPU5700032       	5700	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 323 )	06	1987	A01	2019	A01
MPU5700033       	5700	03	3	-	Combined Inputs, % change year ago,  (NAICS 323 )	06	1988	A01	2019	A01
MPU5700042       	5700	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 323 )	00	1987	A01	2019	A01
MPU5700043       	5700	04	3	-	Capital Services, % change year ago,  (NAICS 323 )	00	1988	A01	2019	A01
MPU5700052       	5700	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 323 )	03	1987	A01	2019	A01
MPU5700053       	5700	05	3	-	Labor Input, % change year ago,  (NAICS 323 )	03	1988	A01	2019	A01
MPU5700062       	5700	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 323 )	08	1987	A01	2019	A01
MPU5700063       	5700	06	3	-	Labor Productivity, % change year ago,  (NAICS 323 )	08	1988	A01	2019	A01
MPU5700072       	5700	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700073       	5700	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700082       	5700	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 323 )	11	1987	A01	2019	A01
MPU5700083       	5700	08	3	-	Capital Intensity, % change year ago,  (NAICS 323 )	11	1988	A01	2019	A01
MPU5700152       	5700	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700153       	5700	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700162       	5700	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700163       	5700	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700172       	5700	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700173       	5700	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700182       	5700	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700183       	5700	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700192       	5700	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 323)		1987	A01	2019	A01
MPU5700193       	5700	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 323)		1988	A01	2019	A01
MPU5700202       	5700	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700203       	5700	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700512       	5700	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 323 )	05	1987	A01	2019	A01
MPU5700513       	5700	51	3	-	Sectoral Output, % change year ago,  (NAICS 323 )	05	1988	A01	2019	A01
MPU5700552       	5700	55	2	2012	Energy, Indexes = 100.000,  (NAICS 323 )		1987	A01	2019	A01
MPU5700553       	5700	55	3	-	Energy, % change year ago,  (NAICS 323 )		1988	A01	2019	A01
MPU5700562       	5700	56	2	2012	Materials, Indexes = 100.000,  (NAICS 323 )	07	1987	A01	2019	A01
