datatype_provision_code,datatype_code,datatype_text,provision_code,provision_text
22_S39_NB,22,25th percentile,S39,"Savings and thrift: Method of employer matching contributions, specified matching percent (25th percentile)"
22_S46_NB,22,25th percentile,S46,Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (25th percentile)
22_S54_NB,22,25th percentile,S54,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings (25th percentile)"
23_R31_NB,23,Median,R31,Money purchase pension plans: Employer contributions as fixed percent of earnings (50th percentile-median)
23_R72_NB,23,Median,R72,Money purchase pension plans: Median employee contribution amount
23_S08_NB,23,Median,S08,"Savings and thrift: Eligibility requirement, median age requirement (in years)"
23_S09_NB,23,Median,S09,"Savings and thrift: Eligibility requirement, median service requirement (in months)"
23_S21_NB,23,Median,S21,"Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (50th percentile-median)"
23_S27_NB,23,Median,S27,Savings and thrift: Maximum employee contributions as percent of earnings (50th percentile-median)
23_S34_NB,23,Median,S34,Savings and thrift: Maximum potential employer contribution (50th percentile-median)
23_S40_NB,23,Median,S40,"Savings and thrift: Method of employer matching contributions, specified matching percent (50th percentile-median)"
23_S47_NB,23,Median,S47,Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (50th percentile-median)
23_S55_NB,23,Median,S55,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings (50th percentile-median)"
23_S65_NB,23,Median,S65,"Savings and thrift: Employee contribution escalates for predetermined # of yrs, median # of yrs of escalation"
23_S67_NB,23,Median,S67,"Savings and thrift: Employee contribution escalates to specified % of earnings, median % of earnings after max escalation"
24_R32_NB,24,75th percentile,R32,Money purchase pension plans: Employer contributions as fixed percent of earnings (75th percentile)
24_S22_NB,24,75th percentile,S22,"Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (75th percentile)"
24_S28_NB,24,75th percentile,S28,Savings and thrift: Maximum employee contributions as percent of earnings (75th percentile)
24_S35_NB,24,75th percentile,S35,Savings and thrift: Maximum potential employer contribution (75th percentile)
24_S41_NB,24,75th percentile,S41,"Savings and thrift: Method of employer matching contributions, specified matching percent (75th percentile)"
24_S48_NB,24,75th percentile,S48,Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (75th percentile)
24_S56_NB,24,75th percentile,S56,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings (75th percentile)"
25_R33_NB,25,90th percentile,R33,Money purchase pension plans: Employer contributions as fixed percent of earnings (90th percentile)
25_S23_NB,25,90th percentile,S23,"Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (90th percentile)"
25_S29_NB,25,90th percentile,S29,Savings and thrift: Maximum employee contributions as percent of earnings (90th percentile)
25_S36_NB,25,90th percentile,S36,Savings and thrift: Maximum potential employer contribution (90th percentile)
25_S42_NB,25,90th percentile,S42,"Savings and thrift: Method of employer matching contributions, specified matching percent (90th percentile)"
25_S49_NB,25,90th percentile,S49,Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (90th percentile)
25_S57_NB,25,90th percentile,S57,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings (90th percentile)"
27_372_NB,27,Establishments offering benefit,372,% of establishments offering defined contrib. plans
20_S1C_NB,20,Percent participation,S1C,Savings and thrift: Investment choice for employee funds not determinable
20_R19_NB,20,Percent participation,R19,Deferred profit-sharing plans: With post-tax employee contributions not determinable
20_R37_NB,20,Percent participation,R37,Money purchase pension plans: With post-tax employee contributions not determinable
20_R45_NB,20,Percent participation,R45,Money purchase pension plans: Method of employer contributions is flat amount
20_R17_NB,20,Percent participation,R17,Deferred profit-sharing plans: With post-tax employee contributions allowed
20_R22_NB,20,Percent participation,R22,Money purchase pension plans: With annuity availability not determinable
33_381_NB,33,Access to benefit - plan and occupation-level,381,Access to payroll deduction IRA
27_370_NB,27,Establishments offering benefit,370,% of establishments offering retirement benefits
20_817_NB,20,Percent participation,817,Defined benefit plans: Not covered under Social Security
20_857_NB,20,Percent participation,857,Traditional defined benefit plans with normal retirement requirements: Age = 65 and service 10 year or more
20_904_NB,20,Percent participation,904,Traditional defined benefits plans with disability retirement coverage beginning not determinable
20_905_NB,20,Percent participation,905,Traditional defined benefits plans with disability retirement coverage not determinable
20_915_NB,20,Percent participation,915,Traditional defined benefits plans with post-retirement survivor benefits: Other annuity
20_916_NB,20,Percent participation,916,Traditional defined benefits plans with terminal earnings formulas: Definition not determinable
20_922_NB,20,Percent participation,922,Traditional defined benefits plans with terminal earnings formulas: Percent per year varies by other method
20_926_NB,20,Percent participation,926,Defined benefit plans: State government sponsor
20_927_NB,20,Percent participation,927,Defined benefit plans: Local government sponsor
20_928_NB,20,Percent participation,928,Defined benefit plans open to new employees: With minimum age or service requirement
20_930_NB,20,Percent participation,930,Defined benefit plans open to new employees: With service requirements of 6 months or less
20_932_NB,20,Percent participation,932,Traditional defined benefit plans with terminal earnings formulas: Total three years
20_933_NB,20,Percent participation,933,Traditional defined benefit plans with terminal earnings formulas: High consecutive three years
20_934_NB,20,Percent participation,934,Traditional defined benefit plans with terminal earnings formulas: High three years
20_935_NB,20,Percent participation,935,Traditional defined benefit plans with terminal earnings formulas: One year
20_936_NB,20,Percent participation,936,Traditional defined benefit plans with terminal earnings formulas: Other period
20_939_NB,20,Percent participation,939,Traditional defined benefit plans with normal retirement requirements: Age = 55 and service 30 years or more
20_940_NB,20,Percent participation,940,Traditional defined benefit plans with normal retirement requirements: Age = 62 and service 10 years of more
20_944_NB,20,Percent participation,944,Traditional defined benefit plans: Pre-retirement survivor benefits not available
20_945_NB,20,Percent participation,945,Traditional defined benefit plans: Pre-retirement survivor benefits not determinable
20_946_NB,20,Percent participation,946,Traditional defined benefit plans with normal retirement requirements: Age = 55 and service < 30 years
20_947_NB,20,Percent participation,947,Traditional defined benefit plans with normal retirement requirements: Age = 62 and service < 10 years
20_948_NB,20,Percent participation,948,Traditional defined benefit plans with normal retirement requirements: No age requirement and service = 30 years
20_949_NB,20,Percent participation,949,Traditional defined benefit plans with normal retirement requirements: Age < 62 and service < 10 years
20_950_NB,20,Percent participation,950,Traditional defined benefit plans with normal retirement requirements: Age < 62 and service 10 or more years
20_951_NB,20,Percent participation,951,Traditional defined benefit plans with normal retirement requirements: Age < 65 and service < 10 years
20_952_NB,20,Percent participation,952,Traditional defined benefit plans with normal retirement requirements: Age < 65 and service 10 or more years
20_953_NB,20,Percent participation,953,Traditional defined benefit plans with early retirement requirements: Age < 55 and service 10 or more years
20_955_NB,20,Percent participation,955,Traditional defined benefit plans with early retirement requirements: Age = 55 and service 10 or more years
20_956_NB,20,Percent participation,956,Traditional defined benefit plans with early retirement requirements: Age < 55 and service < 10 years
20_957_NB,20,Percent participation,957,Traditional defined benefit plans with early retirement requirements: Age = 55 and service < 10 years
20_958_NB,20,Percent participation,958,Traditional defined benefit plans with early retirement requirements: No minimum age requirement
23_959_NB,23,Median,959,Traditional defined benefit plans with normal retirement requirements: Median combined age plus service (in years)
30_960_NB,30,Mean,960,Traditional defined benefit plans with normal retirement requirements: Mean combined age plus service (in years)
20_941_NB,20,Percent participation,941,Traditional defined benefit plans: Early retirement not available
20_854_NB,20,Percent participation,854,Traditional defined benefit plans with joint-and-survivor annuity: Other fixed percentage
20_942_NB,20,Percent participation,942,Traditional defined benefit plans: Early retirement not determinable
20_R24_NB,20,Percent participation,R24,Money purchase pension plans: With annuity not available
20_R41_NB,20,Percent participation,R41,Money purchase pension plans: Maximum employee contributions as a percent of earnings up to Internal Revenue Code limit
20_R42_NB,20,Percent participation,R42,"Money purchase pension plans: Maximum employee contributions, any amount up to Internal Revenue Code limit"
20_S1S_NB,20,Percent participation,S1S,Savings and thrift: Method of employer contribution is other
21_R50_NB,21,10th percentile,R50,"Money purchase pension plans: Maximum employee contributions, percent of earnings (10th percentile)"
22_R51_NB,22,25th percentile,R51,"Money purchase pension plans: Maximum employee contributions, percent of earnings (25th percentile)"
23_R52_NB,23,Median,R52,"Money purchase pension plans: Maximum employee contributions, percent of earnings (50th percentile-median)"
24_R53_NB,24,75th percentile,R53,"Money purchase pension plans: Maximum employee contributions, percent of earnings (75th percentile)"
25_R54_NB,25,90th percentile,R54,"Money purchase pension plans: Maximum employee contributions, percent of earnings (90th percentile)"
30_S1T_NB,30,Mean,S1T,"Savings and thrift: Maximum employee contributions, mean percent of earnings up to Internal Revenue Code"
