ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
644_OR,"% of shipping, receiving, and traffic clerks; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of executive secretaries and executive administrative assistants; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of legal secretaries; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of medical secretaries; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of data entry keyers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of office clerks, general; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of first-line supervisors of construction trades and extraction workers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of construction laborers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of operating engineers and other construction equipment operators; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of electricians; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of construction and building inspectors; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of highway maintenance workers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of first-line supervisors of mechanics, installers, and repairers; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of automotive body and related repairers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of automotive service technicians and mechanics; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of bus and truck mechanics and diesel engine specialists; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of industrial machinery mechanics; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of maintenance workers, machinery; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of maintenance and repair workers, general; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of first-line supervisors of production and operating workers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of team assemblers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of bakers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of computer-controlled machine tool operators, metal and plastic; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of cutting, punching, and press machine setters, operators, and tenders, metal & plastic; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of machinists; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of multiple machine tool setters, operators, and tenders, metal and plastic; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of printing press operators; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of water and wastewater treatment plant and system operators; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of inspectors, testers, sorters, samplers, and weighers; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of packaging and filling machine operators and tenders; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of helpers--production workers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of driver/sales workers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of heavy and tractor-trailer truck drivers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of light truck or delivery services drivers; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of industrial truck and tractor operators; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of cleaners of vehicles and equipment; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of laborers and freight, stock, and material movers, hand; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,"% of packers and packagers, hand; pushing/pulling with feet only is not required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
644_OR,% of refuse and recyclable material collectors; pushing/pulling with feet only is not required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
646_OR,"Percent of workers, pushing/pulling with feet only is required, occasionally",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"Percent of workers, pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of operating engineers and other construction equipment operators; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of bus drivers, school or special client; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of driver/sales workers; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of heavy and tractor-trailer truck drivers; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of light truck or delivery services drivers; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
648_OR,"% of industrial truck and tractor operators; pushing/pulling with feet only is required, constantly",66,Pushing/pulling: Feet only - nomatch,1,Percentage
64_OR,"Percent of workers, specific vocational preparation is short demonstration only",10,Specific vocational preparation,1,Percentage
658_OR,"Percent of workers, pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
658_OR,"% of bus drivers, school or special client; pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
658_OR,"% of driver/sales workers; pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
658_OR,"% of heavy and tractor-trailer truck drivers; pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
658_OR,"% of light truck or delivery services drivers; pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
658_OR,"% of industrial truck and tractor operators; pushing/pulling with feet only is required, one foot",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
659_OR,"Percent of workers, pushing/pulling with feet only is required, both feet",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
659_OR,"% of heavy and tractor-trailer truck drivers; pushing/pulling with feet only is required, both feet",66,Pushing/pulling: one or both feet only - nomatch,1,Percentage
65_OR,"Percent of workers, specific vocational preparation is beyond short demonstration, up to and including 1 month",10,Specific vocational preparation,1,Percentage
661_OR,"Percent of workers, strength required is sedentary",68,Strength,1,Percentage
662_OR,"Percent of workers, strength required is light work",68,Strength,1,Percentage
663_OR,"Percent of workers, strength required is medium work",68,Strength,1,Percentage
664_OR,"Percent of workers, strength required is heavy work",68,Strength,1,Percentage
665_OR,"Percent of workers, strength required is very heavy work",68,Strength,1,Percentage
66_OR,"Percent of workers, specific vocational preparation is over 1 month, up to and including 3 months",10,Specific vocational preparation,1,Percentage
67_OR,"Percent of workers, specific vocational preparation is over 3 months, up to and including 6 months",10,Specific vocational preparation,1,Percentage
68_OR,"Percent of workers, specific vocational preparation is over 6 months, up to and including 1 year",10,Specific vocational preparation,1,Percentage
69_OR,"Percent of workers, specific vocational preparation is over 1 year, up to and including 2 years",10,Specific vocational preparation,1,Percentage
70_OR,"Percent of workers, specific vocational preparation is over 2 years, up to and including 4 years",10,Specific vocational preparation,1,Percentage
71_OR,"Percent of workers, specific vocational preparation is over 4 years, up to and including 10 years",10,Specific vocational preparation,1,Percentage
72_OR,"Percent of workers, specific vocational preparation is over 10 years",10,Specific vocational preparation,1,Percentage
751_OR,"Percent of workers, climbing ladders, ropes, or scaffolds is required",40,"Climbing ladders, ropes, or scaffolds",1,Percentage
752_OR,"Percent of workers, climbing work-related ramps or stairs is required",39,Climbing work-related ramps or stairs,1,Percentage
753_OR,"Percent of workers, speaking is required",55,Speaking,1,Percentage
758_OR,"Percent of workers, crawling is required",108,Crawling,1,Percentage
758_OR,% of computer user support specialists; crawling is required,108,Crawling,1,Percentage
758_OR,% of emergency medical technicians and paramedics; crawling is required,108,Crawling,1,Percentage
758_OR,% of first-line supervisors of police and detectives; crawling is required,108,Crawling,1,Percentage
758_OR,% of correctional officers and jailers; crawling is required,108,Crawling,1,Percentage
758_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; crawling is required",108,Crawling,1,Percentage
758_OR,% of maids and housekeeping cleaners; crawling is required,108,Crawling,1,Percentage
758_OR,% of first-line supervisors of construction trades and extraction workers; crawling is required,108,Crawling,1,Percentage
758_OR,% of construction laborers; crawling is required,108,Crawling,1,Percentage
758_OR,% of electricians; crawling is required,108,Crawling,1,Percentage
758_OR,% of construction and building inspectors; crawling is required,108,Crawling,1,Percentage
758_OR,"% of first-line supervisors of mechanics, installers, and repairers; crawling is required",108,Crawling,1,Percentage
758_OR,"% of mobile heavy equipment mechanics, except engines; crawling is required",108,Crawling,1,Percentage
758_OR,"% of control and valve installers and repairers, except mechanical door; crawling is required",108,Crawling,1,Percentage
758_OR,% of industrial machinery mechanics; crawling is required,108,Crawling,1,Percentage
758_OR,"% of maintenance workers, machinery; crawling is required",108,Crawling,1,Percentage
758_OR,"% of maintenance and repair workers, general; crawling is required",108,Crawling,1,Percentage
758_OR,"% of installation, maintenance, and repair workers, all other; crawling is required",108,Crawling,1,Percentage
758_OR,% of heavy and tractor-trailer truck drivers; crawling is required,108,Crawling,1,Percentage
758_OR,"% of laborers and freight, stock, and material movers, hand; crawling is required",108,Crawling,1,Percentage
759_OR,"Percent of workers, crouching is required",111,Crouching,1,Percentage
759_OR,% of construction managers; crouching is required,111,Crouching,1,Percentage
759_OR,% of computer user support specialists; crouching is required,111,Crouching,1,Percentage
759_OR,% of civil engineers; crouching is required,111,Crouching,1,Percentage
759_OR,% of probation officers and correctional treatment specialists; crouching is required,111,Crouching,1,Percentage
759_OR,"% of preschool teachers, except special education; crouching is required",111,Crouching,1,Percentage
759_OR,"% of kindergarten teachers, except special education; crouching is required",111,Crouching,1,Percentage
759_OR,"% of elementary school teachers, except special education; crouching is required",111,Crouching,1,Percentage
759_OR,"% of middle school teachers, except special and career/technical education; crouching is required",111,Crouching,1,Percentage
759_OR,"% of secondary school teachers, except special and career/technical education; crouching is required",111,Crouching,1,Percentage
759_OR,"% of special education teachers, kindergarten and elementary school; crouching is required",111,Crouching,1,Percentage
759_OR,% of teacher assistants; crouching is required,111,Crouching,1,Percentage
759_OR,% of occupational therapists; crouching is required,111,Crouching,1,Percentage
759_OR,% of physical therapists; crouching is required,111,Crouching,1,Percentage
759_OR,% of registered nurses; crouching is required,111,Crouching,1,Percentage
759_OR,% of radiologic technologists; crouching is required,111,Crouching,1,Percentage
759_OR,% of emergency medical technicians and paramedics; crouching is required,111,Crouching,1,Percentage
759_OR,% of pharmacy technicians; crouching is required,111,Crouching,1,Percentage
759_OR,% of psychiatric technicians; crouching is required,111,Crouching,1,Percentage
759_OR,% of licensed practical and licensed vocational nurses; crouching is required,111,Crouching,1,Percentage
759_OR,% of home health aides; crouching is required,111,Crouching,1,Percentage
759_OR,% of nursing assistants; crouching is required,111,Crouching,1,Percentage
759_OR,% of medical assistants; crouching is required,111,Crouching,1,Percentage
759_OR,% of medical equipment preparers; crouching is required,111,Crouching,1,Percentage
759_OR,% of first-line supervisors of police and detectives; crouching is required,111,Crouching,1,Percentage
759_OR,% of correctional officers and jailers; crouching is required,111,Crouching,1,Percentage
759_OR,% of security guards; crouching is required,111,Crouching,1,Percentage
759_OR,% of first-line supervisors of food preparation and serving workers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of cooks, fast food; crouching is required",111,Crouching,1,Percentage
759_OR,"% of cooks, institution and cafeteria; crouching is required",111,Crouching,1,Percentage
759_OR,"% of cooks, restaurant; crouching is required",111,Crouching,1,Percentage
759_OR,"% of cooks, short order; crouching is required",111,Crouching,1,Percentage
759_OR,% of food preparation workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of bartenders; crouching is required,111,Crouching,1,Percentage
759_OR,"% of combined food preparation and serving workers, including fast food; crouching is required",111,Crouching,1,Percentage
759_OR,% of waiters and waitresses; crouching is required,111,Crouching,1,Percentage
759_OR,"% of food servers, nonrestaurant; crouching is required",111,Crouching,1,Percentage
759_OR,% of dining room and cafeteria attendants and bartender helpers; crouching is required,111,Crouching,1,Percentage
759_OR,% of dishwashers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; crouching is required",111,Crouching,1,Percentage
759_OR,% of maids and housekeeping cleaners; crouching is required,111,Crouching,1,Percentage
759_OR,% of landscaping and groundskeeping workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of nonfarm animal caretakers; crouching is required,111,Crouching,1,Percentage
759_OR,% of childcare workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of personal care aides; crouching is required,111,Crouching,1,Percentage
759_OR,% of fitness trainers and aerobics instructors; crouching is required,111,Crouching,1,Percentage
759_OR,% of recreation workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of residential advisors; crouching is required,111,Crouching,1,Percentage
759_OR,% of first-line supervisors of retail sales workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of cashiers; crouching is required,111,Crouching,1,Percentage
759_OR,% of parts salespersons; crouching is required,111,Crouching,1,Percentage
759_OR,% of retail salespersons; crouching is required,111,Crouching,1,Percentage
759_OR,"% of sales reps., wholesale and manufacturing, except technical and scientific products; crouching is required",111,Crouching,1,Percentage
759_OR,% of first-line supervisors of office and administrative support workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of tellers; crouching is required,111,Crouching,1,Percentage
759_OR,% of customer service representatives; crouching is required,111,Crouching,1,Percentage
759_OR,% of receptionists and information clerks; crouching is required,111,Crouching,1,Percentage
759_OR,"% of shipping, receiving, and traffic clerks; crouching is required",111,Crouching,1,Percentage
759_OR,% of medical secretaries; crouching is required,111,Crouching,1,Percentage
759_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; crouching is required",111,Crouching,1,Percentage
759_OR,"% of office clerks, general; crouching is required",111,Crouching,1,Percentage
759_OR,% of first-line supervisors of construction trades and extraction workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of cement masons and concrete finishers; crouching is required,111,Crouching,1,Percentage
759_OR,% of construction laborers; crouching is required,111,Crouching,1,Percentage
759_OR,% of operating engineers and other construction equipment operators; crouching is required,111,Crouching,1,Percentage
759_OR,% of electricians; crouching is required,111,Crouching,1,Percentage
759_OR,"% of painters, construction and maintenance; crouching is required",111,Crouching,1,Percentage
759_OR,% of roofers; crouching is required,111,Crouching,1,Percentage
759_OR,% of construction and building inspectors; crouching is required,111,Crouching,1,Percentage
759_OR,% of highway maintenance workers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of first-line supervisors of mechanics, installers, and repairers; crouching is required",111,Crouching,1,Percentage
759_OR,"% of telecommunications equipment installers and repairers, except line installers; crouching is required",111,Crouching,1,Percentage
759_OR,"% of electrical and electronics repairers, commercial and industrial equipment; crouching is required",111,Crouching,1,Percentage
759_OR,% of automotive body and related repairers; crouching is required,111,Crouching,1,Percentage
759_OR,% of automotive service technicians and mechanics; crouching is required,111,Crouching,1,Percentage
759_OR,% of bus and truck mechanics and diesel engine specialists; crouching is required,111,Crouching,1,Percentage
759_OR,"% of mobile heavy equipment mechanics, except engines; crouching is required",111,Crouching,1,Percentage
759_OR,"% of control and valve installers and repairers, except mechanical door; crouching is required",111,Crouching,1,Percentage
759_OR,% of industrial machinery mechanics; crouching is required,111,Crouching,1,Percentage
759_OR,"% of maintenance workers, machinery; crouching is required",111,Crouching,1,Percentage
759_OR,% of electrical power-line installers and repairers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of maintenance and repair workers, general; crouching is required",111,Crouching,1,Percentage
759_OR,"% of installation, maintenance, and repair workers, all other; crouching is required",111,Crouching,1,Percentage
759_OR,% of first-line supervisors of production and operating workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of electrical and electronic equipment assemblers; crouching is required,111,Crouching,1,Percentage
759_OR,% of team assemblers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of assemblers and fabricators, all other; crouching is required",111,Crouching,1,Percentage
759_OR,% of butchers and meat cutters; crouching is required,111,Crouching,1,Percentage
759_OR,% of food batchmakers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of computer-controlled machine tool operators, metal and plastic; crouching is required",111,Crouching,1,Percentage
759_OR,% of printing press operators; crouching is required,111,Crouching,1,Percentage
759_OR,% of water and wastewater treatment plant and system operators; crouching is required,111,Crouching,1,Percentage
759_OR,"% of inspectors, testers, sorters, samplers, and weighers; crouching is required",111,Crouching,1,Percentage
759_OR,% of packaging and filling machine operators and tenders; crouching is required,111,Crouching,1,Percentage
759_OR,% of helpers--production workers; crouching is required,111,Crouching,1,Percentage
759_OR,"% of first-line supervisors of helpers, laborers, and material movers, hand; crouching is required",111,Crouching,1,Percentage
759_OR,% of first-line supervisors of transportation & material-moving machine & vehicle operators; crouching is required,111,Crouching,1,Percentage
759_OR,"% of bus drivers, school or special client; crouching is required",111,Crouching,1,Percentage
759_OR,% of driver/sales workers; crouching is required,111,Crouching,1,Percentage
759_OR,% of heavy and tractor-trailer truck drivers; crouching is required,111,Crouching,1,Percentage
759_OR,% of light truck or delivery services drivers; crouching is required,111,Crouching,1,Percentage
759_OR,% of industrial truck and tractor operators; crouching is required,111,Crouching,1,Percentage
759_OR,% of cleaners of vehicles and equipment; crouching is required,111,Crouching,1,Percentage
759_OR,"% of laborers and freight, stock, and material movers, hand; crouching is required",111,Crouching,1,Percentage
759_OR,"% of packers and packagers, hand; crouching is required",111,Crouching,1,Percentage
75_OR,"Percent of workers, no minimum education requirement",73,Minimum education level,1,Percentage
767_OR,"Percent of workers, exposed to extreme cold",43,Extreme cold,1,Percentage
768_OR,"Percent of workers, exposed to extreme heat",44,Extreme heat,1,Percentage
769_OR,"Percent of workers, fine manipulation is required",36,Fine manipulation,1,Percentage
76_OR,"Percent of workers, minimum education level is a high school diploma",73,Minimum education level,1,Percentage
770_OR,"Percent of workers, foot or leg controls is required",32,Foot or leg controls,1,Percentage
771_OR,"Percent of workers, gross manipulation is required",34,Gross manipulation,1,Percentage
772_OR,"Percent of workers, not exposed to hazardous contaminants",81,Hazardous contaminants,1,Percentage
773_OR,"Percent of workers, exposed to hazardous contaminants, seldom",81,Hazardous contaminants,1,Percentage
774_OR,"Percent of workers, exposed to hazardous contaminants, occasionally",81,Hazardous contaminants,1,Percentage
776_OR,"Percent of workers, exposed to hazardous contaminants, constantly",81,Hazardous contaminants,1,Percentage
77_OR,"Percent of workers, minimum education level is an associate's degree",73,Minimum education level,1,Percentage
786_OR,"Percent of workers, exposed to hazardous contaminants",81,Hazardous contaminants,1,Percentage
787_OR,"Percent of workers, exposed to hazardous contaminants, fully mitigated",81,Hazardous contaminants,1,Percentage
788_OR,"Percent of workers, utilizing personal protective equipment for hazardous contaminants",81,Hazardous contaminants,1,Percentage
789_OR,"Percent of workers, not utilizing personal protective equipment for hazardous contaminants",81,Hazardous contaminants,1,Percentage
791_OR,"Percent of workers, exposed to heavy vibrations",47,Heavy vibrations,1,Percentage
792_OR,"Percent of workers, exposed to heights",50,Heights,1,Percentage
793_OR,"Percent of workers, exposed to heights, fully mitigated",50,Heights,1,Percentage
794_OR,"Percent of workers, utilizing personal protective equipment for heights",50,Heights,1,Percentage
795_OR,"Percent of workers, not utilizing personal protective equipment for heights",50,Heights,1,Percentage
797_OR,"Percent of workers, exposed to humidity",46,Humidity,1,Percentage
79_OR,"Percent of workers, minimum education level is a master's degree",73,Minimum education level,1,Percentage
801_OR,"Percent of workers, keyboarding is required",20,Keyboarding,1,Percentage
802_OR,"Percent of workers, kneeling is required",110,Kneeling,1,Percentage
802_OR,% of construction managers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of computer user support specialists; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of preschool teachers, except special education; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of elementary school teachers, except special education; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of secondary school teachers, except special and career/technical education; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of teacher assistants; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of occupational therapists; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of physical therapists; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of registered nurses; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of emergency medical technicians and paramedics; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of licensed practical and licensed vocational nurses; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of home health aides; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of nursing assistants; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of medical assistants; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of first-line supervisors of police and detectives; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of correctional officers and jailers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of security guards; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of first-line supervisors of food preparation and serving workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of cooks, fast food; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of cooks, institution and cafeteria; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of cooks, restaurant; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of combined food preparation and serving workers, including fast food; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of waiters and waitresses; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of dining room and cafeteria attendants and bartender helpers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of dishwashers; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of first-line supervisors of landscaping, lawn service, and groundskeeping workers; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of maids and housekeeping cleaners; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of landscaping and groundskeeping workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of nonfarm animal caretakers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of childcare workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of personal care aides; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of fitness trainers and aerobics instructors; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of recreation workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of residential advisors; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of first-line supervisors of retail sales workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of cashiers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of parts salespersons; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of retail salespersons; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of customer service representatives; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of shipping, receiving, and traffic clerks; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of first-line supervisors of construction trades and extraction workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of construction laborers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of electricians; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of painters, construction and maintenance; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of roofers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of sheet metal workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of construction and building inspectors; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of highway maintenance workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of first-line supervisors of mechanics, installers, and repairers; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of telecommunications equipment installers and repairers, except line installers; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of automotive body and related repairers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of bus and truck mechanics and diesel engine specialists; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of mobile heavy equipment mechanics, except engines; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of control and valve installers and repairers, except mechanical door; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of industrial machinery mechanics; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of maintenance workers, machinery; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of maintenance and repair workers, general; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of installation, maintenance, and repair workers, all other; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of first-line supervisors of production and operating workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of butchers and meat cutters; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of food batchmakers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of printing press operators; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of water and wastewater treatment plant and system operators; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of coating, painting, and spraying machine setters, operators, and tenders; kneeling is required",110,Kneeling,1,Percentage
802_OR,% of driver/sales workers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of heavy and tractor-trailer truck drivers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of light truck or delivery services drivers; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of industrial truck and tractor operators; kneeling is required,110,Kneeling,1,Percentage
802_OR,% of cleaners of vehicles and equipment; kneeling is required,110,Kneeling,1,Percentage
802_OR,"% of laborers and freight, stock, and material movers, hand; kneeling is required",110,Kneeling,1,Percentage
802_OR,"% of packers and packagers, hand; kneeling is required",110,Kneeling,1,Percentage
803_OR,"Percent of workers, minimum education level is a high school vocational degree",73,Minimum education level,1,Percentage
804_OR,"Percent of workers, minimum education level is an associate's vocational degree",73,Minimum education level,1,Percentage
806_OR,"Percent of workers, utilizing personal protective equipment for noise",56,Noise intensity level,1,Percentage
807_OR,"Percent of workers, not utilizing personal protective equipment for noise",56,Noise intensity level,1,Percentage
80_OR,"Percent of workers, minimum education level is a professional degree",73,Minimum education level,1,Percentage
815_OR,"Percent of workers, exposed to outdoors",65,Outdoors,1,Percentage
81_OR,"Percent of workers, minimum education level is a doctorate degree",73,Minimum education level,1,Percentage
822_OR,"Percent of workers, in proximity to moving mechanical parts",51,Proximity to moving mechanical parts,1,Percentage
823_OR,"Percent of workers, in proximity to moving mechanical parts, fully mitigated",51,Proximity to moving mechanical parts,1,Percentage
824_OR,"Percent of workers, utilizing personal protective equipment for proximity to moving mechanical parts",51,Proximity to moving mechanical parts,1,Percentage
825_OR,"Percent of workers, not utilizing personal protective equipment for proximity to moving mechanical parts",51,Proximity to moving mechanical parts,1,Percentage
